names	scores	logfoldchanges	pvals	pvals_adj
ORMDL1	-2.2719796	-0.11316991	0.023087746182519665	0.06123843788013051
UBL5	-2.2736864	-0.110749565	0.022984841781873242	0.061096039111845794
MAPK1IP1L	-2.2753935	-0.2715147	0.022882335991315405	0.06091052125207903
RPS24	-2.2771006	-0.11392888	0.022780227564310716	0.06072553145990917
ECH1	-2.2839284	-0.15736902	0.022375742649374607	0.059775656833766885
COA5	-2.284782	0.09044804	0.022325623720808627	0.05968458200738788
EIF1B	-2.2856352	-0.17595382	0.022275602430378235	0.05959363753644292
GRINA	-2.2856352	-0.1964339	0.022275602430378235	0.05959363753644292
NUTF2	-2.2856352	-0.09641656	0.022275602430378235	0.05959363753644292
UBE2A	-2.2856352	-0.17856392	0.022275602430378235	0.05959363753644292
SNAPIN	-2.2873423	-0.1379633	0.0221758521487011	0.05949774740761016
TAF9	-2.2890491	-0.14254998	0.022076490575476483	0.05927386510675877
AKR1A1	-2.2907562	-0.02887254	0.021977516484365692	0.059050700856982566
RRP7A	-2.2907562	-0.4215237	0.021977516484365692	0.059050700856982566
BOD1L1	-2.2924633	-0.20803645	0.02187892865155865	0.05887075888613035
CCT4	-2.2950237	-0.16464232	0.02173176846580843	0.058559410829718224
TRA2B	-2.2958772	-0.15679397	0.02168290687826422	0.05847005446390729
WAS	-2.2992911	-0.057310596	0.02148841551571748	0.058071741205030405
RSBN1	-2.2992911	-0.08444145	0.02148841551571748	0.058071741205030405
NCOA4	-2.2992911	-0.123194456	0.02148841551571748	0.058071741205030405
C11orf48	-2.302705	-0.2072797	0.021295444864551004	0.057717785062291076
MIR142	-2.306119	-0.24459663	0.02110398526592687	0.0572822457218015
SRP72	-2.3129468	-0.20647669	0.02072556079371512	0.056378369901968664
ANXA5	-2.3129468	-0.2633444	0.02072556079371512	0.056378369901968664
MAGOH	-2.3146539	0.04782346	0.020631884104051066	0.05624680556624171
MED17	-2.3197749	-0.27937362	0.020353065639650753	0.0556088161717237
ATP5B	-2.3248956	-0.16357681	0.02007753976029254	0.054936633407295675
EIF5B	-2.3266027	-0.15792023	0.01998642399379769	0.05472753158301662
ARF3	-2.329163	-0.21726555	0.019850427123163452	0.05451547979842234
SDF2	-2.332577	-0.05835029	0.0196703551578314	0.05410074047840779
RAD23A	-2.3351376	-0.11059156	0.01953623899255901	0.053771584632882306
LRMP	-2.3368444	-0.21454315	0.019447272617905024	0.05356630416351946
RGCC	-2.3368444	-0.5299653	0.019447272617905024	0.05356630416351946
MACF1	-2.3385515	-0.32783166	0.019358660416748903	0.05340122325331327
UBE2D1	-2.3385515	-0.12864234	0.019358660416748903	0.05340122325331327
CCDC57	-2.3419654	-0.05901725	0.019182493926299882	0.05299377402191451
DCP2	-2.3479397	-0.23193486	0.018877572773916877	0.05222888633734506
CD2BP2	-2.3547676	-0.1488054	0.01853428954111482	0.05135542727017231
CYC1	-2.360742	-0.078391925	0.01823841053543621	0.05068644838355555
KIF5B	-2.360742	-0.21395706	0.01823841053543621	0.05068644838355555
PTGER4	-2.362449	-0.46898568	0.018154636875297236	0.05056684197726769
CCDC115	-2.3633025	-0.1989679	0.018112876545523546	0.050526106558449205
AIP	-2.364156	-0.193506	0.018071200363334802	0.050447638795396404
ARF4	-2.3650095	-0.18639253	0.01802960818946996	0.050369287995188396
SETD5-AS1	-2.365863	-0.11154128	0.01798809988482632	0.05029105403235227
TMEM170A	-2.3684235	-0.14377235	0.017864076797572626	0.050057051914341955
IDH3B	-2.369277	-0.08327489	0.01782290258195582	0.04997928404759298
HAUS1	-2.3701305	-0.14972328	0.017781811542423115	0.04990163239184904
TDG	-2.3709838	-0.15973788	0.017740803540822272	0.04982409682203781
NSFL1C	-2.3718374	-0.1023075	0.017699878439159274	0.04974667721315407
UQCRH	-2.372691	-0.058648236	0.017659036099598468	0.049669373440260345
MRPS11	-2.3743978	0.05350324	0.017577599156232186	0.04947768651383875
TAF12	-2.3769584	-0.12200646	0.017456061020158113	0.04917274677690531
TAPSAR1	-2.3812258	-0.2606564	0.017255134408915577	0.04864354317850235
SKP1	-2.3846397	-0.09987426	0.017095856555107713	0.04826760410251791
PPP3CC	-2.3846397	-0.21858828	0.017095856555107713	0.04826760410251791
CCNL2	-2.3880537	-0.25785348	0.01693787012126341	0.04800352232236297
PSPC1	-2.3914676	-0.27197185	0.01678116646298096	0.04770462893751229
TUFM	-2.3914676	-0.31480324	0.01678116646298096	0.04770462893751229
STOML2	-2.399149	-0.20220342	0.016433228879356117	0.04678696050972644
RHOC	-2.4000025	-0.28571796	0.016394963096017654	0.04671372805628902
HSF1	-2.4034164	-0.26816848	0.016242681660673036	0.04635076360486313
DDT	-2.4051232	-0.09557481	0.016167008111120134	0.04617019801059155
CACYBP	-2.4093907	-0.18539764	0.015979178358886105	0.045668810597461126
RSF1	-2.4102442	-0.2631476	0.015941843493591824	0.0455971007451121
IQGAP1	-2.4136581	-0.18271707	0.015793269957018373	0.0452068695771994
CCND2	-2.4136581	-0.2872462	0.015793269957018373	0.0452068695771994
ARL2	-2.4187791	-0.33554304	0.015572693109542252	0.04464411789063537
PSMB6	-2.422193	-0.10190579	0.015427152090421377	0.044329254926488586
MED10	-2.4239001	-0.18328719	0.015354831550186741	0.04418963886622521
RFXANK	-2.4315815	-0.16561417	0.015033069658015126	0.04329710085572183
SSB	-2.4375558	-0.05724402	0.014786931493101806	0.042654169543230924
ARID4A	-2.4392629	-0.2829056	0.014717261790675867	0.04251907130215433
NSA2	-2.4426768	-0.14123435	0.014578789837108131	0.042151718442073514
YAF2	-2.4443836	-0.06188943	0.014509985585416434	0.0419853817560923
NDUFS3	-2.4443836	-0.18038878	0.014509985585416434	0.0419853817560923
TRIM44	-2.4495046	-0.38778645	0.014305287779596347	0.04152212914358285
PLEK	-2.4495046	-0.3821907	0.014305287779596347	0.04152212914358285
CSRNP1	-2.4597464	-0.35493788	0.013903520476034721	0.04057735913225181
RPA2	-2.4614534	-0.29657468	0.013837536660655262	0.0404481840849923
IDH2	-2.4631603	-0.21679111	0.013771829503284583	0.04028774003945938
C1orf228	-2.4631603	-0.19976674	0.013771829503284583	0.04028774003945938
AK2	-2.4674277	-0.16207331	0.01360876563351502	0.03993620427045701
LRPAP1	-2.4699883	-0.14850317	0.013511748104339118	0.0396827680919234
PHF20L1	-2.475109	-0.19906926	0.013319544712849454	0.039149159045502264
POMP	-2.48023	-0.1451842	0.013129762086658243	0.03862182781257133
NUCB1	-2.483644	-0.32052857	0.013004572567683061	0.03831410462187636
DDAH2	-2.4844975	-0.27299282	0.012973440636811464	0.03825264681827862
RBM6	-2.488765	-0.19316386	0.012818767814716968	0.03782653830586845
MRPL34	-2.4904718	-0.091905534	0.012757357028037198	0.03767517650468717
PEBP1	-2.4904718	-0.18946008	0.012757357028037198	0.03767517650468717
UGP2	-2.492179	-0.15332599	0.012696206754577138	0.03755414928836002
COA3	-2.492179	-0.15992892	0.012696206754577138	0.03755414928836002
RBM7	-2.4955928	-0.073381126	0.012574684038892106	0.037253876977592845
H1FX	-2.5007138	-0.16994542	0.012394330700566943	0.036778077712279915
C6orf1	-2.5015674	-0.0045859045	0.012364495589184102	0.036718805083031575
TP53TG1	-2.5015674	-0.05975318	0.012364495589184102	0.036718805083031575
RAB5C	-2.5109556	-0.07938041	0.01204048402661948	0.03581370807917807
TIMP1	-2.513516	-0.16790007	0.011953433648119929	0.035583202962109206
ERLEC1	-2.520344	-0.24602205	0.011724021239862733	0.03492820407779905
EMC6	-2.523758	-0.20842586	0.011610786358782982	0.03461854955973405
ITM2B	-2.5246115	-0.08073072	0.011582629700934896	0.03456227003708458
PTTG1IP	-2.5280254	-0.2924134	0.011470608014076957	0.03425544847187056
UQCRC2	-2.5297322	-0.16266963	0.011414958600695423	0.03417146770819113
BBX	-2.5314393	-0.15837276	0.011359548973448078	0.034032952837587
KDELR1	-2.5314393	-0.23462224	0.011359548973448078	0.034032952837587
EEA1	-2.5382671	-0.29703176	0.011140290912303586	0.03353794935927126
NFYC	-2.5382671	-0.004656394	0.011140290912303586	0.03353794935927126
ROCK1	-2.5382671	-0.24098158	0.011140290912303586	0.03353794935927126
C4orf3	-2.5433881	-0.11956968	0.010978322606990089	0.03315756154779488
MRPL12	-2.5433881	-0.13144833	0.010978322606990089	0.03315756154779488
TRAPPC4	-2.5433881	-0.12290276	0.010978322606990089	0.03315756154779488
APOL6	-2.546802	-0.43541422	0.010871509531152627	0.03291504186505072
MRPL55	-2.551923	-0.18238921	0.010713021561470836	0.03248802304146368
ALDH9A1	-2.5536299	-0.29859135	0.010660650621633726	0.03235555249793317
ANKRD11	-2.5544834	-0.29022405	0.01063455062425382	0.03232903389773161
MRPL40	-2.5570438	-0.2539873	0.010556591262604536	0.03211825642315302
PPAPDC1B	-2.5587509	-0.16123696	0.010504901166778375	0.0320132994640611
MFSD10	-2.5587509	-0.28411847	0.010504901166778375	0.0320132994640611
SLC25A39	-2.5621648	-0.22073856	0.010402195968406223	0.03180441525972477
PCMT1	-2.5724065	-0.06130778	0.010099420672867145	0.03095493216934753
RAB7A	-2.5741136	-0.04317033	0.010049728279671485	0.03082799679859688
TMEM219	-2.5775275	-0.21852183	0.009950996280558141	0.030575503423101086
NFU1	-2.5809414	-0.14177498	0.009853129264861147	0.030324837506068524
DNASE2	-2.5809414	-0.19723071	0.009853129264861147	0.030324837506068524
DNAJB9	-2.5809414	-0.19888346	0.009853129264861147	0.030324837506068524
N4BP2L2	-2.5826485	-0.12971435	0.009804518109545185	0.030250228202109587
NHP2	-2.5843554	-0.07635533	0.009756120785168078	0.030125865509092804
MED29	-2.5860624	-0.30429873	0.009707936491526752	0.030001954767174793
DNAJC15	-2.5877693	-0.1816622	0.009659964430701691	0.02987849463449593
DNAJB11	-2.5920367	-0.25216544	0.009540957581432537	0.029534934358482763
SEPT6	-2.5963042	-0.19561489	0.009423259851095078	0.02926790632650381
LRRFIP1	-2.5963042	-0.20920439	0.009423259851095078	0.02926790632650381
MIR24-2	-2.5971577	-0.78851014	0.00939987631701456	0.029244059652934185
RSRC2	-2.599718	-0.20190798	0.009330035976652943	0.029051048475798962
POLR2F	-2.606546	-0.14584456	0.009146053198997056	0.028549792215477817
MOAP1	-2.608253	-0.2545355	0.009100566521195428	0.028455507745534656
TMEM230	-2.611667	-0.10101363	0.009010198598032659	0.028244090554775777
MED28	-2.6125205	-0.19214872	0.00898773219086565	0.028197400740340082
ID1	-2.613374	-0.7151651	0.008965315822346349	0.028150789310638958
CD86	-2.616788	-0.34667698	0.008876148833699823	0.02796512542867863
SNRPB	-2.6202018	-0.12058815	0.008787774875928614	0.027733621727083185
TMEM14B	-2.6236157	-0.043086756	0.008700187916828835	0.027480491774614573
RPL24	-2.6253228	-0.084153436	0.008656687686414824	0.027366303008666215
CAP1	-2.626176	-0.20215048	0.008635010556633186	0.02732096798037552
C1orf162	-2.6270297	-0.12952274	0.008613381959652177	0.027275709538898563
SERPINB1	-2.62959	-0.2384795	0.008548786436801093	0.027117274864265135
NOB1	-2.631297	-0.18969895	0.008505963718672472	0.02700444065501815
C7orf50	-2.6321507	-0.19455156	0.008484624371569702	0.026959676757445022
APOL3	-2.6338575	-0.22988133	0.008442089240708937	0.026847429831255407
BTK	-2.6338575	-0.2870202	0.008442089240708937	0.026847429831255407
TPM4	-2.6389785	-0.35577744	0.008315625749663044	0.026490496400124186
RTFDC1	-2.639832	-0.23780568	0.008294714068787946	0.026469164689088526
NDUFS7	-2.6406856	-0.14451231	0.00827384945013311	0.026425227574867663
CCM2	-2.6415389	-0.2712643	0.00825303180294828	0.026381365179553126
NDUFB2	-2.6423924	-0.14589716	0.008232261036619186	0.026337577405816024
CDK12	-2.6466599	-0.20987739	0.008129107255812102	0.02607475919090807
SNX5	-2.6492202	-0.11632145	0.008067771787854361	0.025900329429284174
RNH1	-2.6517808	-0.18385993	0.008006850963546972	0.02574914765824605
RNPS1	-2.6534877	-0.189268	0.007966466249461322	0.02564141772946756
TXNDC12	-2.6543412	-0.14381461	0.00794634237648347	0.025598770769917335
CDC37	-2.6543412	-0.1641475	0.00794634237648347	0.025598770769917335
HDDC2	-2.6594622	-0.073202215	0.007826552342918857	0.02532239871853156
CCDC91	-2.6620226	-0.16606976	0.007767266137980927	0.025152433998122583
CSTF3	-2.664583	-0.11312899	0.007708382653359275	0.024983478678076536
DTNBP1	-2.6679971	-0.2184787	0.007630493730388994	0.024774157499536716
ARPC1B	-2.669704	-0.18230106	0.0075918144470578435	0.024670084642969815
DDX46	-2.671411	-0.24533929	0.007553311028394077	0.02460938781254553
C6orf48	-2.671411	-0.14937818	0.007553311028394077	0.02460938781254553
NHP2L1	-2.6731179	-0.12782675	0.007514982786465849	0.02452742848098056
JTB	-2.674825	-0.09526849	0.0074768290354526295	0.02442430818247859
RASGRP1	-2.6773853	-0.40257725	0.007419924084352023	0.02425969911336869
STX12	-2.6833599	-0.21879663	0.007288653787727766	0.02385144701713374
CDC5L	-2.6859202	-0.3059529	0.007233035850493731	0.02369025990082555
KLHDC3	-2.6867738	-0.16625534	0.007214581356753593	0.023650617053301393
FUBP1	-2.6867738	-0.29091227	0.007214581356753593	0.023650617053301393
EIF4H	-2.6970155	-0.27976683	0.006996400717266973	0.023016427801327042
BEX4	-2.7029898	-0.21445495	0.0068718827738027235	0.02268696050500119
EMC4	-2.7038434	-0.13295086	0.006854257973246973	0.022648852433337825
PAIP2	-2.7072573	-0.10437937	0.006784164220223459	0.022437147030294993
MRPS14	-2.7072573	-0.16580173	0.006784164220223459	0.022437147030294993
PLP2	-2.7089643	-0.12188179	0.006749359484254193	0.022361756867760332
TIMM17B	-2.7089643	-0.2657503	0.006749359484254193	0.022361756867760332
CHCHD10	-2.7089643	-0.20772748	0.006749359484254193	0.022361756867760332
SCNM1	-2.7106714	-0.09913489	0.006714715318192225	0.022306511904502984
IRF2	-2.719206	-0.2489761	0.006543880696733355	0.021797327115058152
CNOT4	-2.7268875	-0.26935598	0.006393482567689911	0.02135365836957599
PFDN2	-2.729448	-0.28075144	0.006344045422578615	0.02120756297458058
EBP	-2.729448	-0.15392722	0.006344045422578615	0.02120756297458058
SNAP29	-2.729448	-0.06554871	0.006344045422578615	0.02120756297458058
HLA-DRB5	-2.7303014	-0.95800596	0.0063276429867211385	0.02120756297458058
TXNL1	-2.7345688	-0.066125594	0.006246201934918452	0.020955726131203885
AP2M1	-2.736276	-0.140306	0.006213890608809047	0.02086612139513516
POLR2H	-2.736276	-0.059006922	0.006213890608809047	0.02086612139513516
HERPUD2	-2.7371294	-0.2041413	0.006197791446093116	0.02084966155849211
NDUFA11	-2.7379827	-0.09558277	0.006181729848756094	0.020814432148976214
PHF1	-2.7405434	-0.28958356	0.006133769689816998	0.020690360801520383
HNRNPA2B1	-2.741397	-0.16336931	0.006117857595407655	0.02065539590688858
PPP2R2A	-2.7422502	-0.23663802	0.006101982687696308	0.02063922209716717
YWHAH	-2.7431037	-0.2710726	0.0060861448913142055	0.020604366886594637
CARD8	-2.7431037	-0.11382521	0.0060861448913142055	0.020604366886594637
MTDH	-2.7431037	-0.23256546	0.0060861448913142055	0.020604366886594637
KDM6B	-2.7448108	-0.59781265	0.006054580331673466	0.02057231492258393
SCAND1	-2.7482247	-0.18233757	0.005991893245665194	0.020377909083887837
TBCA	-2.7516387	-0.112205066	0.005929791556681473	0.020185140545778614
CWC27	-2.7524922	-0.15351112	0.005914357045441557	0.020151020711092735
USP15	-2.7550526	-0.17527577	0.005868270515083217	0.020030650227470116
MAP2K3	-2.7550526	-0.27303287	0.005868270515083217	0.020030650227470116
SPOP	-2.755906	-0.18283889	0.005852980427186772	0.02001515069866257
FKBP1A	-2.757613	-0.19802997	0.005822507943977564	0.019929245940599676
HSPA8	-2.7601736	-0.27998355	0.005777067352802109	0.019810127828577398
MYL6	-2.7618804	-0.14570184	0.005746951530048195	0.019743217248984757
SDF4	-2.7618804	-0.33438426	0.005746951530048195	0.019743217248984757
POP5	-2.7661479	-0.06543522	0.005672280405218165	0.019540769869595232
POLR1D	-2.7687085	-0.18769442	0.00562789890993822	0.019405829204268456
ATG3	-2.7789502	-0.15597503	0.005453488846235051	0.01889189996593426
VPS28	-2.780657	-0.19030163	0.0054248995757838715	0.018810359422922848
CCDC66	-2.785778	-0.08530435	0.005339941797165678	0.018567640758772163
MFF	-2.7866316	-0.08801335	0.005325899566234536	0.018536121480988238
EIF6	-2.7874851	-0.22317776	0.005311890692968917	0.018504659439304252
TMEM167B	-2.7926059	-0.19787692	0.00522853410499131	0.0182313305308873
UBXN4	-2.794313	-0.1907998	0.005201012319669516	0.01816939012987737
RP11-345J4.5	-2.7977269	-0.13195293	0.005146361088803583	0.01799535088704652
PHYKPL	-2.799434	-0.22630206	0.0051192305576049126	0.017917306951617196
LSM1	-2.8028479	-0.16072805	0.005065356963246478	0.017745427404637706
ZBTB8OS	-2.8079686	-0.073761016	0.004985507195128075	0.017498613378564516
VKORC1	-2.8113825	-0.421605	0.004932908215756392	0.017330330373091323
NXT1	-2.8130896	-0.09185481	0.004906797398252225	0.017254875836724536
DUSP6	-2.81565	-0.5248179	0.004867865533298716	0.01715036068685375
CALM1	-2.8165035	-0.14555536	0.004854950479527834	0.017137284915413893
CCDC25	-2.8182106	-0.32421705	0.0048292133324456055	0.017062609535130394
KIN	-2.820771	-0.389718	0.00479083903832746	0.016943100264702242
NUDT3	-2.820771	-0.2963916	0.00479083903832746	0.016943100264702242
TIMM9	-2.8267455	-0.13861921	0.004702369962892135	0.016661870353768135
PSMB1	-2.8318663	-0.12543675	0.004627719327971694	0.016428624191960523
PQBP1	-2.8318663	-0.15141226	0.004627719327971694	0.016428624191960523
GADD45B	-2.8352802	-0.46829823	0.004578550162373975	0.016316287851369078
TMEM50A	-2.838694	-0.057012055	0.004529854632650069	0.016189230952004665
HIST1H1E	-2.8404012	-1.118389	0.004505683230046788	0.016118313495383514
WDR45	-2.850643	-0.06319176	0.004363092655471395	0.01563826472471172
SRSF3	-2.85235	-0.24811475	0.004339729279910082	0.015569510441604184
LYSMD2	-2.8532035	-0.22308794	0.004328090176275945	0.015542726920396932
ASAP1	-2.8532035	-0.24149352	0.004328090176275945	0.015542726920396932
CRTC3	-2.857471	-0.26877567	0.004270318081890039	0.01539464137169265
GNB1	-2.8600314	-0.10959504	0.004235991398846397	0.015300515974106674
RALBP1	-2.8694196	-0.22551706	0.004112257497763358	0.014868006720068685
NUTM2A-AS1	-2.870273	-0.14906314	0.004101173209301726	0.014842341138425292
HN1	-2.8711267	-0.3162216	0.004090116041206005	0.014816723869115917
UBALD2	-2.8728337	-0.14847112	0.004068082832928797	0.01475125654316148
CCT3	-2.8745406	-0.3432363	0.004046157407597601	0.014686052812761665
COPS6	-2.878808	-0.17536712	0.0039918123557788595	0.01451709884074265
GS1-251I9.4	-2.8796616	-0.21678403	0.003981023200661146	0.014492014075525033
MGMT	-2.8813684	-0.19399792	0.0039595242867076705	0.014441986722526312
NKAP	-2.8830755	-0.30551553	0.003938130853695546	0.014378038528590407
PPP1R18	-2.8847826	-0.25171322	0.003916842446128829	0.01431434864512636
MRPS18C	-2.8856359	-0.28373745	0.0039062374849896434	0.014303666070896198
RNASEH2B	-2.8856359	-0.2580322	0.0039062374849896434	0.014303666070896198
TOLLIP	-2.887343	-0.2311391	0.0038851057650911088	0.014254319082954965
NUB1	-2.8881965	-0.24098894	0.003874578893471958	0.014229715778392084
LY86	-2.8916104	-0.23977661	0.0038327300172092483	0.01410384049810992
DONSON	-2.892464	-2.2308805	0.003822332170564192	0.014079490606509449
APOA1BP	-2.8958778	-0.18116379	0.0037809966004008254	0.013941021128606606
DYNLT1	-2.9001453	-0.27066457	0.0037298985677311717	0.013779903041895719
LIMS1	-2.9035592	-0.27374926	0.0036894729896315964	0.013644088791845147
GTF2H5	-2.9035592	-0.066158265	0.0036894729896315964	0.013644088791845147
VPS37B	-2.905266	-0.33515742	0.003669409946420286	0.013596898149720543
MRPL10	-2.9069731	-0.29236078	0.003649446153673183	0.013549887812840411
VDAC1	-2.90868	-0.28917614	0.0036295811782869375	0.013489581145649257
SERTAD2	-2.910387	-0.28277886	0.0036098145887275244	0.013429520008412887
ORMDL3	-2.9120939	-0.39871886	0.003590145955026271	0.013369703536517834
SLU7	-2.915508	-0.35142165	0.003551100843126327	0.013237537076879323
GADD45GIP1	-2.915508	-0.21521994	0.003551100843126327	0.013237537076879323
RPA3	-2.918922	-0.11785458	0.0035124424339925413	0.013146065953958015
PSMA5	-2.9223359	-0.23973206	0.0034741673438197234	0.013042136278613559
TMUB1	-2.9240427	-0.32708266	0.003455172492651417	0.012997032689529169
COX7B	-2.9240427	-0.1425661	0.003455172492651417	0.012997032689529169
HPS1	-2.9240427	-0.2486819	0.003455172492651417	0.012997032689529169
NACA	-2.9274566	-0.10324918	0.0034174660901972655	0.012894269219751385
ALDOA	-2.9291637	-0.12256412	0.003398753708315624	0.012849704375398358
GRAP2	-2.9291637	-0.2565436	0.003398753708315624	0.012849704375398358
DDX21	-2.9394054	-0.28628707	0.0032884249633358203	0.012496014860676117
PIN4	-2.9428196	-0.24914874	0.003252380099121478	0.012384318496041291
FAM192A	-2.9470868	-0.32002258	0.0032078303384443885	0.012227185445616073
TRABD	-2.9513543	-0.23374704	0.0031638373479198427	0.012084236188362558
PSMB2	-2.9598892	-0.36134052	0.003077497065704999	0.01179073978671339
MAP4	-2.963303	-0.6179888	0.00304356671536915	0.011672752263681477
HSP90AB1	-2.9786658	-0.16147572	0.002895062709310292	0.011160676531544024
MRPL42	-2.9786658	-0.23684752	0.002895062709310292	0.011160676531544024
LAIR1	-2.980373	-0.31777328	0.002878977213386389	0.011121692056691819
CNPY3	-2.9872007	-0.32035908	0.002815447815784701	0.010932979839397526
XRCC6	-2.9974425	-0.10538764	0.0027225514383437594	0.010605420038067113
ARL16	-3.0008566	-0.10721536	0.002692213866603815	0.010498224543699065
LIMD2	-3.0025635	-0.16111384	0.002677161211847343	0.010461435837271254
NT5C	-3.0076845	-0.14256783	0.002632463560130616	0.010308406201815367
ARPC5L	-3.0145123	-0.3109923	0.0025739277755590056	0.010100428910623538
RPL7A	-3.0145123	-0.2530706	0.0025739277755590056	0.010100428910623538
GON4L	-3.029875	-0.31589597	0.0024465493791976734	0.009671921324981037
HEXIM1	-3.031582	-0.48691034	0.002432758214209414	0.009637863393314742
SLC25A26	-3.031582	-0.12403749	0.002432758214209414	0.009637863393314742
TMBIM6	-3.033289	-0.17133899	0.0024190382317342573	0.00961419250264501
CYSLTR1	-3.034996	-0.22224566	0.0024053891041369182	0.009570159213467825
CLEC2D	-3.0495052	-0.39824566	0.0022921865041019658	0.009168746016407863
PPM1G	-3.0546262	-0.32941237	0.0022534123532804463	0.009033054471061768
FGR	-3.059747	-0.29837406	0.0022152400059984234	0.008899195018703482
PSMD5-AS1	-3.063161	-0.6243591	0.002190121979783749	0.008807790769670283
COPS5	-3.0640144	-0.20172007	0.002183883396956465	0.00879219650839554
PIGT	-3.0657215	-0.34841096	0.002171455072754461	0.008751621959889192
PHIP	-3.0657215	-0.23924005	0.002171455072754461	0.008751621959889192
SSNA1	-3.069989	-0.27569476	0.002140667401200211	0.008655641044592384
DPM2	-3.0708423	-0.13020287	0.002134558103006616	0.008640319973474607
UPF3B	-3.073403	-0.27279273	0.0021163260049071645	0.008575841177665158
LINC00936	-3.0844982	-0.15369222	0.002038958836050049	0.008289391599836661
PLEKHA2	-3.0853517	-0.38359052	0.002033116345400052	0.008274672426524365
PPIB	-3.0896192	-0.32032993	0.0020041336420010933	0.008165638602639028
POLR2E	-3.0921795	-0.27839723	0.00198692652414195	0.00810439690679586
ODF2L	-3.099861	-0.22660728	0.0019361155254962379	0.007914483223872656
PLGRKT	-3.099861	-0.15337422	0.0019361155254962379	0.007914483223872656
ATP6V1D	-3.1032748	-0.3654108	0.001913918136885862	0.007840958351774422
NDUFB4	-3.104982	-0.17001921	0.001902907303711891	0.007804434800686213
KARS	-3.1101027	-0.19285677	0.0018702229274206422	0.0076873180813625515
DAD1	-3.1118097	-0.22613479	0.0018594432603760926	0.007651454918939855
ATG2A	-3.1135166	-0.43054348	0.0018487207006417578	0.007624181494119497
SF3B2	-3.1152236	-0.20003359	0.0018380549767582715	0.007588599482758096
PPP1R11	-3.1152236	-0.19472285	0.0018380549767582715	0.007588599482758096
NDUFA2	-3.1169307	-0.12573561	0.0018274458183748115	0.00756156469736422
TMEM147	-3.1254654	-0.24950759	0.0017752391238354994	0.007353715792172858
JUND	-3.1288793	-0.2552039	0.001754743065396728	0.007293150865555151
IGLL5	-3.1288793	-0.2704377	0.001754743065396728	0.007293150865555151
NDUFB9	-3.1322935	-0.108671404	0.0017344647767567939	0.007224996452620022
C8orf59	-3.1340003	-0.12128192	0.0017244066454523573	0.0071911426065672775
DENR	-3.1374142	-0.24889159	0.0017044511169325108	0.007115892331229451
CISD1	-3.1391213	-0.37412214	0.001694553206138309	0.007090467572650632
ATP6AP2	-3.1391213	-0.11334524	0.001694553206138309	0.007090467572650632
STX5	-3.1459491	-0.45558664	0.0016554879770729247	0.0069582812941530155
RPL29	-3.1476562	-0.11933627	0.0016458520105081414	0.006933430867796741
ITGB7	-3.1485095	-0.41297305	0.001641053405862207	0.006921045168098368
SP100	-3.149363	-0.27361107	0.0016362676787572076	0.006908685754752655
SNRPD3	-3.1561909	-0.2775685	0.001598441737188169	0.006779723267982621
TSPYL2	-3.1638722	-0.45345962	0.0015568507135360727	0.006610846131366402
CAPZB	-3.1664329	-0.20579661	0.0015432100256482719	0.006567901869159045
HIGD2A	-3.1749678	-0.15181917	0.0014985320650789463	0.006392363585743409
H3F3B	-3.1766746	-0.17107424	0.001489740734798453	0.006362149651822751
N4BP2L1	-3.1817956	-0.25840244	0.0014636510693696024	0.006257906523917794
CPSF3L	-3.186063	-0.25285655	0.0014422320388241406	0.006173416221357586
FUNDC2	-3.1869164	-0.11259122	0.0014379830559000586	0.006162311737827178
DGUOK	-3.1869164	-0.26967615	0.0014379830559000586	0.006162311737827178
WHSC1L1	-3.1869164	-0.21919644	0.0014379830559000586	0.006162311737827178
CLTA	-3.1903305	-0.2993825	0.001421102256585597	0.006111067902453537
RPL19	-3.1920373	-0.08795764	0.0014127305420232722	0.006082090795947591
DDX5	-3.1937444	-0.29210272	0.001404404318514791	0.006053242687672549
TMEM123	-3.1954513	-0.23159082	0.001396123362995036	0.006024523063491905
UQCR10	-3.1988652	-0.19462131	0.0013796963684063908	0.005960544403648955
ENO1	-3.2056932	-0.25660795	0.0013473758852463541	0.005841243069449852
NDUFB8-1	-3.2056932	-0.06794479	0.0013473758852463541	0.005841243069449852
SF3B14	-3.2056932	-0.14410307	0.0013473758852463541	0.005841243069449852
ATP6V0D1	-3.2074	-0.25668967	0.0013394056391913905	0.005827040420968152
LSM2	-3.210814	-0.25725752	0.0013235954846052985	0.005771744244344417
PLEKHJ1	-3.214228	-0.25695392	0.001307957687094229	0.005716941815421254
GNB2	-3.214228	-0.21138054	0.001307957687094229	0.005716941815421254
GGCT	-3.2167885	-0.3114735	0.0012963414258624335	0.005679500552837297
CCZ1	-3.2176418	-0.24610677	0.0012924905479489357	0.005669298940591091
RNF181	-3.219349	-0.17966673	0.0012848204484068454	0.005648962632664808
COA1	-3.2227628	-0.009954262	0.001269606143601032	0.005601911467737255
GMPR2	-3.2236164	-0.38751286	0.001265828643768239	0.005591869358710464
GAPT	-3.2261767	-0.29665118	0.001254558313964188	0.005548664086938998
SKA2	-3.2312977	-0.2410497	0.0012322951091008247	0.005476213587459989
ST3GAL1	-3.2347116	-0.5460665	0.001217656288002766	0.005424105282921412
MANF	-3.2398326	-0.05722068	0.001195998997754558	0.005334012296572424
OARD1	-3.2406862	-0.30351	0.0011924242388048785	0.0053308377734806334
